Atlas_Clean_Name,Summit_Clean_Name,Similarity_Score,Decision
helvar yt mobility systems,,,NO_MATCH
qintara zt mobility systems,qintara zt mobility sys,92.0,ACCEPT
evorin zt networks systems,evorin zt networks sys,91.7,ACCEPT
ravelin at packaging systems,ravelin at packaging sys,92.3,ACCEPT
ivanto at payments systems,ivanto at payments sys,91.7,ACCEPT
tarsen at payments systems,tarsen hg payments systems,92.3,ACCEPT
ravelin bu pharma systems,ravelin bu pharma sys,91.3,ACCEPT
braxen bu robotics systems,,,NO_MATCH
tervano du software systems,ulvero du software systems,86.8,REJECT
braxen du supply systems,,,NO_MATCH
ivanto du supply systems,ivanto ip supply systems,91.7,ACCEPT
ulvero du supply systems,,,NO_MATCH
calvion ev tools systems,calvion li tools systems,91.7,ACCEPT
eldora ev tools systems,,,NO_MATCH
brinora ev tools systems,brinora bk tools systems,87.5,ACCEPT
veltrix gw warehousing systems,veltrix gw warehousing sys,92.9,ACCEPT
galvex hw wellness systems,haverno hw wellness systems,86.8,REJECT
rovian hw wellness systems,rovian io wellness systems,92.3,ACCEPT
rovian hw workspace systems,ravelin kh workspace systems,87.3,REJECT
yorvex hw workspace systems,yorvex em workspace systems,92.6,ACCEPT
helvar jx clinics technologies,ivanto jx clinics technologies,86.7,REJECT
xylera jx clinics technologies,xylera nz clinics technologies,93.3,ACCEPT
novaris jx cloudworks technologies,sorevia jx cloudworks technologies,88.2,REJECT
braxen kx diagnostics technologies,,,NO_MATCH
glenvex kx diagnostics technologies,glenvex ni diagnostics technologies,94.3,ACCEPT
kestrelis lx foods technologies,kestrelis rl foods technologies,96.8,ACCEPT
brinora ly gridworks technologies,brinora ly gridworks tech,86.2,ACCEPT
novaris ly gridworks technologies,novaris rt gridworks technologies,90.9,ACCEPT
deltora my imaging technologies,eldora pi imaging technologies,88.5,REJECT
braxen ny logistics technologies,avenor ny logistics technologies,90.6,REJECT
javora oy materials technologies,javora lo materials technologies,90.6,ACCEPT
uldora oz materials technologies,uldora pr materials technologies,93.8,ACCEPT
ulvero oz mobility technologies,ulvero oz mobility tech,85.2,ACCEPT
ravelin oz mobility technologies,,,NO_MATCH
xylera oz networks technologies,xylera oz networks tech,85.2,ACCEPT
cendrix pz packaging technologies,cendrix pz packaging tech,86.2,ACCEPT
nexora pz payments technologies,braxen pz payments technologies,87.1,REJECT
falvera qz payments technologies,falvera oh payments technologies,90.6,ACCEPT
arvello sa security technologies,meroxa sa security technologies,85.7,REJECT
glenvex sa security technologies,meroxa sa security technologies,85.7,REJECT
jorvik sa software technologies,lorven sa software technologies,90.3,REJECT
ivanto tb therapeutics technologies,,,NO_MATCH
galvex tb tools technologies,,,NO_MATCH
braxen ub training technologies,javora ub training technologies,87.1,REJECT
solvanta ub training technologies,solvanta vt training technologies,93.9,ACCEPT
tarsen vb transport technologies,tarsen vb transport tech,85.7,ACCEPT
haverno vb ventures technologies,avenor cp ventures technologies,85.7,REJECT
javora wc wellness technologies,javora dp wellness technologies,90.3,ACCEPT
deltora xc workspace technologies,deltora xc workspace tech,86.2,ACCEPT
ostera xc workspace technologies,,,NO_MATCH
rovian yc biosystems services,ivanto yc biosystems services,89.7,REJECT
tarsen yd clinics services,tarsen cf clinics services,88.5,ACCEPT
novaris yd clinics services,novaris av clinics services,88.9,ACCEPT
iskora zd components services,orvanta zd components services,88.1,REJECT
vantigo ad diagnostics services,,,NO_MATCH
wexforda ad diagnostics services,,,NO_MATCH
solvanta ad foods services,,,NO_MATCH
tarsen ad foods services,,,NO_MATCH
braxen ce logistics services,,,NO_MATCH
calvion de materials services,,,NO_MATCH
haverno df mobility services,,,NO_MATCH
meroxa ef mobility services,,,NO_MATCH
novaris ff packaging services,novaris cv packaging services,93.1,ACCEPT
ivanto hg software services,,,NO_MATCH
glenvex ig software services,galvex lj software services,87.3,REJECT
kestrelis ig supply services,,,NO_MATCH
cendrix ig supply services,,,NO_MATCH
iskora jh tools services,,,NO_MATCH
avenor jh training services,avenor pc training services,92.6,ACCEPT
uldora kh training services,,,NO_MATCH
solvanta lh ventures services,,,NO_MATCH
arvello li warehousing services,avenor pk warehousing services,85.2,REJECT
lorven li warehousing services,orvanta ix warehousing services,88.5,REJECT
lunaro li wellness services,,,NO_MATCH
novaris mi wellness services,,,NO_MATCH
mavrix mi workspace services,mavrix jx workspace services,89.3,ACCEPT
yorvex pj components international,,,NO_MATCH
praxon pj components international,praxon ww components international,91.2,ACCEPT
praxon pj diagnostics international,praxon pj diagnostics intl,85.2,ACCEPT
ulvero qj foods international,veltrix qj foods international,88.1,REJECT
tervano qj foods international,,,NO_MATCH
ivanto rk international,,,NO_MATCH
zentara rk international,,,NO_MATCH
brinora rk international,,,NO_MATCH
sorevia rk international,,,NO_MATCH
deltora sk logistics international,helvar sk logistics international,89.6,REJECT
ulvero tl mobility international,,,NO_MATCH
vantigo tl mobility international,,,NO_MATCH
praxon ul networks international,praxon vd networks international,93.8,ACCEPT
haverno ul packaging international,avenor ra packaging international,89.6,REJECT
arvello vl pharma international,,,NO_MATCH
praxon vl pharma international,,,NO_MATCH
lunaro vm retail international,novaris wm retail international,85.2,REJECT
quenvale vm retail international,,,NO_MATCH
deltora vm retail international,helvar vm retail international,88.5,REJECT
fintara wm robotics international,fintara wn logistics international,86.6,REJECT
qintara wm robotics international,,,NO_MATCH
cendrix wm security international,,,NO_MATCH
prysmar xm software international,,,NO_MATCH
quenvale xm supply international,,,NO_MATCH
ravelin zn training international,,,NO_MATCH
rovian zn transport international,,,NO_MATCH
eldora ao warehousing international,deltora bo warehousing international,93.0,REJECT
ivanto ao warehousing international,vantigo bo warehousing international,93.0,REJECT
ivanto bo workspace international,kelvanto gr workspace international,88.2,REJECT
sorevia workspace international,sorevia aw workspace international,95.4,ACCEPT
galvex dp clinics,,,NO_MATCH
quenvale ep components,quenvale kk components,90.9,ACCEPT
meroxa fp foods,meroxa hi foods,86.7,ACCEPT
wendora fp foods,,,NO_MATCH
haverno gq gridworks,haverno th gridworks,85.0,ACCEPT
javora gq gridworks,javora df gridworks,89.5,ACCEPT
novaris gq gridworks,novaris eb gridworks,90.0,ACCEPT
praxon gq gridworks,praxon br gridworks,89.5,ACCEPT
avenor gq,,,NO_MATCH
avenor hq logistics,avenor cr logistics,89.5,ACCEPT
evorin iq materials,,,NO_MATCH
tervano iq materials,tervano eb materials,90.0,ACCEPT
calvion iq mobility,,,NO_MATCH
avenor jr packaging,haverno jr packaging,92.3,REJECT
helvar jr packaging,,,NO_MATCH
mavrix jr packaging,,,NO_MATCH
prysmar jr packaging,prysmar uy packaging,85.0,ACCEPT
kelvanto kr pharma,kelvanto np pharma,88.9,ACCEPT
nexora ls retail,,,NO_MATCH
praxon ls retail,praxon er retail,87.5,ACCEPT
galvex ls robotics,glenvex ls robotics,91.9,REJECT
mavrix ls robotics,mavrix iu robotics,88.9,ACCEPT
prysmar ms software,prysmar fs software,94.7,ACCEPT
brinora ns supply,brinora sn supply,94.1,ACCEPT
uldora ns supply,uldora nf supply,93.8,ACCEPT
evorin ot therapeutics,evorin km therapeutics,90.9,ACCEPT
kelvanto ot therapeutics,kelvanto qq therapeutics,91.7,ACCEPT
calvion ot tools,calvion qd tools,87.5,ACCEPT
evorin pt training,evorin no training,88.9,ACCEPT
meroxa qt ventures,,,NO_MATCH
mavrix qu warehousing,mavrix oo warehousing,90.5,ACCEPT
calvion qu wellness,,,NO_MATCH
tervano ru wellness,tervano bb wellness,89.5,ACCEPT
tervano su analytics,tervano pk analytics,90.0,ACCEPT
solvanta su biosystems,solvanta zi biosystems,90.9,ACCEPT
tarsen su biosystems,tarsen su biosys,88.9,ACCEPT
xylera su biosystems,xylera oo biosystems,90.0,ACCEPT
wexforda xw logistics,wexforda hd logistics,85.7,ACCEPT
deltora xw materials,deltora sx materials,95.0,ACCEPT
qintara xw materials,yantara yw materials,85.0,REJECT
xylera yx networks,,,NO_MATCH
yantara zx packaging,yantara xi packaging,85.0,ACCEPT
calvion ax retail,,,NO_MATCH
wendora cy software,wendora pq software,89.5,ACCEPT
cendrix dz therapeutics,cendrix jd therapeutics,95.7,ACCEPT
glenvex dz therapeutics,glenvex jd therapeutics,87.0,ACCEPT
kestrelis dz tools,kestrelis kd tools,94.4,ACCEPT
nexora dz tools,eldora dz tools,86.7,REJECT
zentara dz tools,zentara rd tools,93.8,ACCEPT
ivanto ez training,ivanto as training,88.9,ACCEPT
veltrix ez training,veltrix ic training,89.5,ACCEPT
kelvanto fz transport,kelvanto pg transport,85.7,ACCEPT
haverno ha workspace,haverno mv workspace,85.0,ACCEPT
uldora ha workspace,,,NO_MATCH
ulvero ha analytics,ulvero jb analytics,89.5,ACCEPT
yantara ha analytics,yantara xg analytics,90.0,ACCEPT
ivanto ia clinics,,,NO_MATCH
wendora ib clinics,wendora jk clinics,88.9,ACCEPT
tarsen jb cloudworks,tarsen sd cloudworks,90.0,ACCEPT
arvello kb foods,arvello jj foods,87.5,ACCEPT
lunaro nc mobility,lunaro uq mobility,88.9,ACCEPT
deltora nd mobility,deltora rf mobility,89.5,ACCEPT
dorsen od networks,dorsen nt networks,88.9,ACCEPT
kelvanto od networks,kelvanto qe networks,90.0,ACCEPT
galvex od packaging,,,NO_MATCH
ulvero pd payments,,,NO_MATCH
mavrix qd retail,,,NO_MATCH
zentara qe retail,zentara oc retail,88.2,ACCEPT
tarsen qe robotics,tarsen by robotics,88.9,ACCEPT
deltora qe robotics,nexora qe robotics,86.5,REJECT
kestrelis re software,kestrelis mf software,90.5,ACCEPT
uldora se supply,uldora nf supply,87.5,ACCEPT
yorvex sf therapeutics,yorvex lv therapeutics,90.9,ACCEPT
yantara uf training,,,NO_MATCH
meroxa wg wellness,,,NO_MATCH
yantara wg wellness,,,NO_MATCH
zentara xg biosystems,zentara xg biosys,89.5,ACCEPT
nexora xg clinics,,,NO_MATCH
prysmar yh cloudworks,prysmar ur cloudworks sys,87.0,ACCEPT
uldora zh diagnostics,eldora jb diagnostics,85.7,REJECT
zentara ai gridworks,zentara yg gridworks,85.0,ACCEPT
wendora ai gridworks,wendora xo gridworks,85.0,ACCEPT
rovian bi imaging,rovian fy imaging,88.2,ACCEPT
tervano bi imaging,tervano hq imaging,88.9,ACCEPT
avenor bi logistics,avenor cr logistics,89.5,ACCEPT
zentara ci logistics,zentara iv logistics,95.0,ACCEPT
praxon ci logistics,praxon ks logistics,89.5,ACCEPT
vantigo dj networks,vantigo gt networks,89.5,ACCEPT
nexora fj pharma,nexora ci pharma,87.5,ACCEPT
tarsen fj retail,tarsen di retail,87.5,ACCEPT
lorven fk retail,lorven fa retail,93.8,ACCEPT
kestrelis gk robotics,kestrelis hc robotics,90.5,ACCEPT
calvion gk security,calvion jh security,89.5,ACCEPT
ulvero gk security,ulvero nk security,94.4,ACCEPT
zentara gk security,zentara kd security,94.7,ACCEPT
ostera hk software,ostera ea software,88.9,ACCEPT
sorevia ik supply,sorevia rm supply,88.2,ACCEPT
braxen ik therapeutics,braxen cp therapeutics intl,85.7,ACCEPT
qintara il therapeutics,fintara bg therapeutics,87.0,REJECT
tarsen il tools,tarsen og tools,86.7,ACCEPT
avenor jl training,,,NO_MATCH
calvion kl ventures,calvion rm ventures,89.5,ACCEPT
praxon kl ventures,praxon aa ventures,88.9,ACCEPT
tarsen kl warehousing,tarsen eh warehousing,90.5,ACCEPT
cendrix mm workspace,cendrix el workspace,90.0,ACCEPT
helvar mm biosystems labs,helvar qp biosystems labs,92.0,ACCEPT
yorvex nm clinics labs,yorvex vs clinics labs,90.9,ACCEPT
brinora pn diagnostics labs,deltora pn diagnostics labs,85.2,REJECT
xylera pn foods labs,,,NO_MATCH
galvex pn gridworks labs,galvex tq gridworks labs,91.7,ACCEPT
sorevia qo gridworks labs,,,NO_MATCH
solvanta ro imaging labs,,,NO_MATCH
xylera ro imaging labs,xylera vr imaging labs,95.5,ACCEPT
braxen ro logistics labs,,,NO_MATCH
uldora ro logistics labs,uldora vr logistics labs,87.5,ACCEPT
calvion so mobility labs,,,NO_MATCH
kestrelis so mobility labs,,,NO_MATCH
solvanta so mobility labs,solvanta zc mobility labs,88.0,ACCEPT
xylera so mobility labs,,,NO_MATCH
wendora sp mobility labs,,,NO_MATCH
calvion sp networks labs,calvion lb networks,88.4,ACCEPT
mavrix tp networks labs,mavrix bu networks labs,87.0,ACCEPT
zentara tp networks labs,,,NO_MATCH
wexforda up payments labs,,,NO_MATCH
evorin up payments labs,evorin cv payments labs,87.0,ACCEPT
ravelin up pharma labs,ravelin dv pharma labs,86.4,ACCEPT
orvanta vp retail labs,orvanta ak retail labs,86.4,ACCEPT
novaris vq retail labs,novaris zs retail labs,90.9,ACCEPT
helvar wq security labs,,,NO_MATCH
brinora yr tools labs,,,NO_MATCH
prysmar yr training labs,mavrix yr training labs,85.1,REJECT
deltora yr training labs,deltora bb training labs,87.5,ACCEPT
evorin yr training labs,,,NO_MATCH
meroxa yr training labs,meroxa du training labs,87.0,ACCEPT
ivanto zr ventures labs,avenor zr ventures labs,87.0,REJECT
mavrix bs workspace labs,mavrix bb workspace,88.4,ACCEPT
quenvale bs workspace labs,,,NO_MATCH
wexforda bs analytics solutions,,,NO_MATCH
falvera ds clinics solutions,,,NO_MATCH
javora dt clinics solutions,javora dt clinics solns,92.0,ACCEPT
fintara dt cloudworks solutions,fintara dt cloudworks solns,93.1,ACCEPT
galvex dt cloudworks solutions,lorven gd cloudworks solutions,86.7,REJECT
jorvik dt cloudworks solutions,lorven gd cloudworks solutions,86.7,REJECT
cendrix dt cloudworks solutions,,,NO_MATCH
cendrix et components solutions,cendrix fl components solutions,93.5,ACCEPT
ulvero et diagnostics solutions,ulvero lg diagnostics solutions,93.5,ACCEPT
ostera et diagnostics solutions,nexora et diagnostics solutions,90.3,REJECT
yorvex ft gridworks solutions,,,NO_MATCH
zentara ft gridworks solutions,zentara gm gridworks solns,85.7,ACCEPT
ostera gu imaging solutions,ostera gu imaging solns,92.0,ACCEPT
deltora hu logistics solutions,falvera hu logistics solutions,86.7,REJECT
vantigo hu materials solutions,vantigo hu materials solns,92.9,ACCEPT
glenvex hu materials solutions,glenvex hu materials solns,92.9,ACCEPT
qintara iv networks solutions,,,NO_MATCH
tervano iv networks solutions,tervano lf networks solutions,93.1,ACCEPT
lunaro jv packaging solutions,,,NO_MATCH
eldora jv pharma solutions,,,NO_MATCH
evorin kv pharma solutions,,,NO_MATCH
rovian lw security solutions,,,NO_MATCH
javora lw security solutions,javora ke security solutions,92.9,ACCEPT
javora mw software solutions,fintara mw software solutions,87.7,REJECT
eldora mw supply solutions,deltora op supply solutions,86.8,REJECT
lunaro mw supply solutions,,,NO_MATCH
xylera mw supply solutions,tervano mw supply solutions,86.8,REJECT
fintara nw therapeutics solutions,nexora nw therapeutics solutions,89.2,REJECT
javora nw therapeutics solutions,javora nw therapeutics solns,93.3,ACCEPT
orvanta nx tools solutions,orvanta nx tools solns,91.7,ACCEPT
calvion qy wellness solutions,calvion ua wellness solutions,89.7,ACCEPT
lorven qy wellness solutions,dorsen rq wellness solutions,89.3,REJECT
ravelin qy wellness solutions,ravelin pf wellness solutions,93.1,ACCEPT
ulvero qy workspace solutions,ulvero qy workspace solns,92.6,ACCEPT
yorvex qy workspace solutions,yorvex qy workspace solns,92.6,ACCEPT
helvar ry analytics systems,helvar ry analytics sys,92.0,ACCEPT
lunaro ry analytics systems,,,NO_MATCH
haverno ry analytics systems,haverno uj analytics systems,89.3,ACCEPT
lorven ry analytics systems,lorven vb analytics systems,88.9,ACCEPT
falvera tz cloudworks systems,javora tz cloudworks systems,91.2,REJECT
nexora tz diagnostics systems,nexora vr diagnostics systems,93.1,ACCEPT
wendora wa imaging systems,wendora ui imaging systems,92.3,ACCEPT
galvex wa logistics systems,galvex ef logistics systems,88.9,ACCEPT
nexora wa logistics systems,,,NO_MATCH
novaris wa logistics systems,,,NO_MATCH
veltrix wa logistics systems,ulvero wa logistics systems,87.3,REJECT
mavrix wa materials systems,,,NO_MATCH
haverno xa materials systems,,,NO_MATCH
yantara xa materials systems,yantara xa materials sys,92.3,ACCEPT
calvion xa mobility systems,calvion xa mobility sys,92.0,ACCEPT
arvello xa mobility systems,eldora xa mobility systems,86.8,REJECT
wendora xb mobility systems,wendora xb mobility sys,92.0,ACCEPT
tarsen yb networks systems,tarsen yb networks sys,91.7,ACCEPT
zentara yb networks systems,zentara yb networks sys,92.0,ACCEPT
lorven yb packaging systems,lorven fo packaging systems,88.9,ACCEPT
ostera yb packaging systems,ostera yb packaging sys,92.0,ACCEPT
uldora zb payments systems,uldora ew payments systems,88.5,ACCEPT
braxen ac security systems,braxen ac security sys,91.7,ACCEPT
yantara bc security systems,,,NO_MATCH
brinora bc software systems,brinora en software systems,88.9,ACCEPT
xylera cc supply systems,,,NO_MATCH
helvar ed transport systems,lorven ed transport systems,85.2,REJECT
qintara fd warehousing systems,fintara nj warehousing systems,90.0,REJECT
yorvex fe wellness systems,yorvex el wellness sys,87.5,ACCEPT
tervano ge workspace systems,tervano ge workspace sys,92.3,ACCEPT
fintara ge analytics technologies,braxen ge analytics technologies,86.2,REJECT
evorin he biosystems technologies,braxen he biosystems technologies,87.9,REJECT
evorin if cloudworks technologies,,,NO_MATCH
jorvik if components technologies,jorvik mh components technologies,90.9,ACCEPT
tarsen if components technologies,tarsen if components tech,86.2,ACCEPT
haverno jf components technologies,,,NO_MATCH
braxen jf diagnostics technologies,cendrix jf diagnostics technologies,87.0,REJECT
braxen jf foods technologies,,,NO_MATCH
ivanto mg materials technologies,ivanto rb materials technologies,93.8,ACCEPT
ostera ng mobility technologies,ostera ng mobility tech,85.2,ACCEPT
galvex nh networks technologies,mavrix nh networks technologies,90.3,REJECT
nexora nh packaging technologies,glenvex oh packaging technologies,86.2,REJECT
novaris oh packaging technologies,,,NO_MATCH
mavrix oh payments technologies,haverno oh payments technologies,88.9,REJECT
orvanta ph retail technologies,,,NO_MATCH
qintara ph retail technologies,,,NO_MATCH
sorevia ph retail technologies,,,NO_MATCH
jorvik ri software technologies,jorvik ri software tech,85.2,ACCEPT
evorin ri software technologies,avenor qi software technologies,87.1,REJECT
haverno ri supply technologies,javora ri supply technologies,88.1,REJECT
nexora si therapeutics technologies,novaris si therapeutics technologies,90.1,REJECT
nexora sj tools technologies,brinora sj tools technologies,91.2,REJECT
kelvanto sj tools technologies,orvanta sj tools technologies,88.1,REJECT
xylera tj transport technologies,xylera wt transport technologies,90.6,ACCEPT
tarsen uj warehousing technologies,ostera uj warehousing technologies,88.2,REJECT
uldora wk workspace technologies,uldora wk workspace tech,85.7,ACCEPT
kelvanto wk analytics services,kelvanto ep analytics services,90.0,ACCEPT
calvion xl cloudworks services,calvion ey cloudworks services,90.0,ACCEPT
dorsen xl cloudworks services,dorsen ws cloudworks services,93.1,ACCEPT
deltora xl cloudworks services,,,NO_MATCH
braxen yl diagnostics services,,,NO_MATCH
yantara zl diagnostics services,,,NO_MATCH
haverno zl foods services,haverno ad foods services,88.0,ACCEPT
kelvanto am services,,,NO_MATCH
ostera am services,ostera gh services,88.9,ACCEPT
jorvik bm logistics services,jorvik iz logistics services,92.9,ACCEPT
calvion en retail services,,,NO_MATCH
tarsen go software services,tarsen hg software services,96.3,ACCEPT
kestrelis ho supply services,,,NO_MATCH
deltora ho therapeutics services,deltora oc therapeutics services,96.9,ACCEPT
qintara ho therapeutics services,javora ho therapeutics services,88.9,REJECT
novaris kq wellness services,qintara kq wellness services,85.7,REJECT
haverno lq workspace services,haverno pt workspace services,93.1,ACCEPT
wendora lq workspace services,tervano lq workspace services,86.2,REJECT
fintara mq biosystems international,fintara uw biosystems international,94.3,ACCEPT
kelvanto mq clinics international,vantigo sl clinics international,86.2,REJECT
meroxa nr cloudworks international,nexora rt cloudworks international,88.2,REJECT
cendrix or foods international,evorin or foods international,88.1,REJECT
sorevia pr foods international,,,NO_MATCH
wendora pr gridworks international,zentara xx gridworks international,85.3,REJECT
novaris qs international,,,NO_MATCH
lunaro qs logistics international,prysmar qs logistics international,86.6,REJECT
sorevia ss mobility international,nexora rs mobility international,86.2,REJECT
avenor ss networks international,haverno tl networks international,89.2,REJECT
fintara ss networks international,,,NO_MATCH
vantigo st networks international,vantigo tl networks international,97.0,ACCEPT
yorvex st networks international,yorvex ra networks international,93.8,ACCEPT
tervano st networks international,vantigo tl networks international,87.9,REJECT
avenor st packaging international,avenor ra packaging international,93.9,ACCEPT
iskora tt payments international,iskora zo payments international,93.8,ACCEPT
rovian tt pharma international,,,NO_MATCH
glenvex ut retail international,cendrix ut retail international,87.1,REJECT
praxon vu robotics international,,,NO_MATCH
vantigo vu security international,,,NO_MATCH
wexforda vu security international,xylera vu security international,87.9,REJECT
evorin vu security international,,,NO_MATCH
sorevia vu security international,,,NO_MATCH
tarsen wu software international,tervano uc software international,86.2,REJECT
jorvik wu supply international,jorvik xm supply international,93.3,ACCEPT
orvanta wu supply international,orvanta ax supply international,90.3,ACCEPT
avenor xu tools international,arvello xv tools international,88.1,REJECT
xylera xv tools international,,,NO_MATCH
iskora xv tools international,iskora bx tools international,89.7,ACCEPT
ivanto yv transport international,,,NO_MATCH
ostera yv transport international,prysmar yv transport international,86.6,REJECT
calvion yv ventures international,dorsen yv ventures international,86.2,REJECT
novaris zv ventures international,iskora zv ventures international,86.2,REJECT
ravelin zv ventures international,iskora zv ventures international,86.2,REJECT
yantara aw wellness international,zentara ib wellness international,87.9,REJECT
dorsen aw workspace international,,,NO_MATCH
yorvex bw analytics,yorvex jb analytics,94.7,ACCEPT
brinora bw biosystems,brinora db biosystems,95.2,ACCEPT
glenvex bw biosystems,glenvex bj biosystems,95.2,ACCEPT
quenvale cw clinics,quenvale qg clinics,89.5,ACCEPT
dorsen cw cloudworks,tarsen ow cloudworks,85.0,REJECT
glenvex fy,,,NO_MATCH
praxon fy,,,NO_MATCH
quenvale gy logistics,,,NO_MATCH
lorven gy logistics,,,NO_MATCH
yorvex iz packaging,yorvex mb packaging,89.5,ACCEPT
praxon iz packaging,praxon od packaging,89.5,ACCEPT
cendrix jz payments,,,NO_MATCH
kestrelis jz retail,kestrelis id retail,89.5,ACCEPT
yantara la security,zentara la security,89.5,REJECT
haverno qc analytics,,,NO_MATCH
meroxa qc analytics,,,NO_MATCH
quenvale rc clinics,,,NO_MATCH
kelvanto sd cloudworks,kelvanto vn cloudworks,90.9,ACCEPT
haverno sd components,,,NO_MATCH
xylera td diagnostics,xylera fc diagnostics,90.5,ACCEPT
falvera td foods,falvera zy foods,87.5,ACCEPT
yorvex ve imaging,yorvex ul imaging,88.2,ACCEPT
tarsen xe networks,,,NO_MATCH
glenvex xf networks,glenvex od networks,89.5,ACCEPT
orvanta xf packaging,orvanta sg packaging,90.0,ACCEPT
zentara zf retail,,,NO_MATCH
tarsen zf robotics,,,NO_MATCH
deltora ag robotics,deltora ac robotics sys,85.7,ACCEPT
avenor ag security,ravelin ag security,86.5,REJECT
galvex ag software,,,NO_MATCH
praxon bg software,,,NO_MATCH
ulvero bg supply,,,NO_MATCH
yorvex bg supply,,,NO_MATCH
mavrix cg tools,mavrix ju tools,86.7,ACCEPT
mavrix eh warehousing,mavrix dl warehousing,90.5,ACCEPT
fintara fi workspace,fintara jb workspace,85.0,ACCEPT
mavrix gi biosystems,mavrix ha biosystems,90.0,ACCEPT
vantigo gi biosystems,vantigo fz biosystems,90.5,ACCEPT
calvion gi clinics,calvion xg clinics,94.4,ACCEPT
eldora ij components,uldora wx components,85.0,REJECT
kelvanto ij components,kelvanto is components,95.5,ACCEPT
novaris ij components,novaris yy components,85.7,ACCEPT
mavrix jj gridworks,mavrix ks gridworks,89.5,ACCEPT
haverno kk,,,NO_MATCH
rovian kk imaging,,,NO_MATCH
falvera kk imaging,falvera ml imaging,88.9,ACCEPT
meroxa mk mobility,,,NO_MATCH
brinora nl payments,brinora lj payments,94.7,ACCEPT
eldora ol pharma,eldora jm pharma,87.5,ACCEPT
javora pl retail,javora mx retail,87.5,ACCEPT
prysmar pl robotics,,,NO_MATCH
rovian pm security,rovian kn security,88.9,ACCEPT
ulvero pm security,ulvero nk security,88.9,ACCEPT
ulvero qm software,ulvero jl software,88.9,ACCEPT
orvanta qm supply,,,NO_MATCH
lorven rm supply,,,NO_MATCH
yantara rm supply,yantara bg supply,88.2,ACCEPT
sorevia rm therapeutics,sorevia fa therapeutics,91.3,ACCEPT
solvanta sn training,solvanta mv training,90.0,ACCEPT
yantara tn transport,yantara pg transport,90.0,ACCEPT
ostera un warehousing,ostera dp warehousing,85.7,ACCEPT
ivanto un wellness,ivanto tr wellness,88.9,ACCEPT
iskora vo workspace,iskora jk workspace,89.5,ACCEPT
wexforda vo analytics,wexforda is analytics,90.5,ACCEPT
dorsen vo biosystems,dorsen tn biosystems,90.0,ACCEPT
eldora vo biosystems,uldora vw biosystems,90.0,REJECT
ivanto wo biosystems,ivanto fz biosystems,85.0,ACCEPT
quenvale wo biosystems,quenvale rc biosystems,90.9,ACCEPT
wexforda wo biosystems,wexforda wx biosystems,95.5,ACCEPT
novaris wo clinics,novaris po clinics,94.4,ACCEPT
wendora wo clinics,,,NO_MATCH
ostera xp components,ostera hm components,85.0,ACCEPT
veltrix xp components,veltrix gu components,85.7,ACCEPT
ostera yp diagnostics,ostera zu diagnostics sys,87.0,ACCEPT
brinora zp,,,NO_MATCH
praxon aq imaging,,,NO_MATCH
wendora aq imaging,nexora aq imaging,85.7,REJECT
helvar aq logistics,helvar et logistics,89.5,ACCEPT
evorin bq materials,evorin ah materials,89.5,ACCEPT
jorvik bq mobility,,,NO_MATCH
yorvex bq mobility,yorvex cz mobility,88.9,ACCEPT
wexforda cq networks,wexforda fk networks,90.0,ACCEPT
tervano cr networks,tervano kj networks,89.5,ACCEPT
orvanta cr packaging,orvanta nl packaging,90.0,ACCEPT
galvex dr payments,,,NO_MATCH
evorin dr payments,evorin cz payments,88.9,ACCEPT
ravelin er pharma,ravelin ol pharma,88.2,ACCEPT
praxon fs robotics,,,NO_MATCH
glenvex gs supply,glenvex ki supply,88.2,ACCEPT
brinora hs therapeutics,brinora iu therapeutics,91.3,ACCEPT
meroxa hs therapeutics,meroxa le therapeutics,90.9,ACCEPT
fintara ht training,fintara ga training,89.5,ACCEPT
meroxa it training,,,NO_MATCH
mavrix it transport,,,NO_MATCH
tarsen ku workspace,tarsen ru workspace,94.7,ACCEPT
iskora ku workspace,iskora jk workspace,94.7,ACCEPT
mavrix ku analytics labs,mavrix ne analytics labs,87.5,ACCEPT
falvera lu biosystems labs,,,NO_MATCH
braxen mv components labs,,,NO_MATCH
veltrix nv components labs,veltrix on components labs,96.2,ACCEPT
cendrix ov foods labs,,,NO_MATCH
wendora ov foods labs,wendora nd foods labs,90.5,ACCEPT
prysmar ov gridworks labs,,,NO_MATCH
veltrix ov gridworks labs,,,NO_MATCH
praxon pw labs,,,NO_MATCH
tarsen pw imaging labs,,,NO_MATCH
zentara pw imaging labs,,,NO_MATCH
tarsen qw materials labs,,,NO_MATCH
uldora rw mobility labs,uldora uh mobility labs,91.3,ACCEPT
javora sx packaging labs,javora bu packaging labs,87.5,ACCEPT
dorsen tx pharma labs,dorsen bc pharma labs,85.7,ACCEPT
ravelin wy therapeutics labs,,,NO_MATCH
cendrix xy tools labs,cendrix yr tools labs,95.2,ACCEPT
praxon xz tools labs,,,NO_MATCH
braxen xz training labs,braxen bb training labs,87.0,ACCEPT
haverno xz training labs,arvello xz training labs,87.5,REJECT
ravelin yz transport labs,,,NO_MATCH
xylera zz warehousing labs,xylera ib warehousing,85.1,ACCEPT
eldora zz wellness labs,eldora eu wellness labs,87.0,ACCEPT
meroxa zz wellness labs,,,NO_MATCH
yantara za wellness labs,yantara hf wellness labs,87.5,ACCEPT
yorvex aa workspace labs,,,NO_MATCH
